	idno,univ,year,date,title,count	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14
0	"pu2252,PolyU,2012,2012-02-22,""$10 million boost for """"PolyU – Henry G. Leong Mobile Integrative Health Centre"""""",1"	0.1862272471189499	0.0	0.0	0.0	0.0	0.6319844126701355	0.0	0.0	0.13345006108283994	0.0	0.0	0.0	0.041490454226732254	0.0	0.0
1	pu1197,PolyU,2009,2009-08-23,PolyU participates in the First SPINEXPO New York International Trade Fair,1	0.2649209797382355	0.0	0.5953695178031921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1329142451286316	0.0	0.0	0.0	0.0
2	cu1849,CUHK,2014,2014-07-24,Survey Findings on Evaluation of Political Parties in Hong Kong Released by Hong Kong Institute of Asia-Pacific Studies at CUHK,1	0.0	0.08286343514919281	0.09000834077596664	0.0	0.1896097958087921	0.042320143431425095	0.4337355196475983	0.0	0.037115346640348434	0.0	0.0	0.0	0.0	0.05773422494530678	0.06447207182645798
3	hu0426,HKU,2008,2008-04-08,Work Life Balance in Hong Kong Survey Results,1	0.9881842732429504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	cu3754,CUHK,2003,2003-04-14,Schools Against SARS,1	0.4746952652931213	0.0	0.0	0.0	0.06259440630674362	0.0	0.0	0.0	0.0	0.0	0.4554294645786285	0.0	0.0	0.0	0.0
5	pu2018,PolyU,2010,2010-12-15,PolyU hosts the First International Conference on Sustainable Urbanization,1	0.0	0.0	0.0	0.0	0.15866197645664215	0.6696266531944275	0.0	0.0	0.09461695700883864	0.01946756243705749	0.0	0.0	0.0	0.04952334240078926	0.0
6	cu3154,CUHK,2005,2005-08-18,Inventor of Laser Charles Townes Lectures at the Chinese University,1	0.0	0.8006275296211243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13801299035549164	0.0	0.0573970302939415	0.0	0.0	0.0
7	pu2511,PolyU,2013,2013-05-07,Asia Pacific Initiative Programme launches,1	0.2458103746175766	0.01981121115386486	0.0	0.03578997775912285	0.2491602748632431	0.0	0.0	0.020674500614404682	0.0	0.0	0.3617378771305084	0.036279167979955666	0.0	0.0	0.029714884236454964
8	pu0402,PolyU,2003,2003-07-07,PolyU honours winning secondary school teams in E-Shop Competition,1	0.0	0.05378494411706925	0.7204868197441101	0.0	0.0	0.22042202949523929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	"pu2121,PolyU,2011,2011-07-08,""Major forum sheds light on the future of """"Shenzhen-HK Innovation Circle"""""",1"	0.0	0.5987901091575623	0.14131996035575867	0.0	0.0	0.0	0.06226456537842751	0.0	0.15817472338676453	0.0	0.0	0.028480870649218563	0.0	0.0	0.0
10	pu1021,PolyU,2008,2008-07-17,PolyU's environmental improvement project receives support of HSBC,1	0.0	0.3944791853427887	0.0	0.0	0.2213977426290512	0.0	0.0	0.10737260431051254	0.0	0.0	0.0	0.0	0.0	0.26915064454078674	0.0
11	cu1204,CUHK,2011,2011-12-16,CUHK Vice-Chancellor Professor Joseph Sung Elected Academician of the Chinese Academy of Engineering The Only Hong Kong Scientist to Receive the Honour this Year,1	0.0	0.0	0.0	0.0	0.8770395517349243	0.0	0.0	0.10995090752840042	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12	cu2269,CUHK,2016,2016-05-24,CUHK and HKU Researchers Introduce 3D Printing Technology in Complex Cardiac Surgery Procedures,1	0.03563971817493439	0.0239463560283184	0.0	0.0	0.4133136868476868	0.1781201809644699	0.0	0.1704961508512497	0.0	0.0	0.1768309324979782	0.0	0.0	0.0	0.0
13	cu1720,CUHK,2013,2013-12-18,CUHK SHKDI holds Dr. Li Dak Sum Shanghai-Hong Kong Development Lecture and Cheque Presentation Ceremony Today Mr. Andrew Sheng Speaks on Financial Development in Shanghai and Hong Kong,1	0.6882747411727905	0.0	0.13247381150722504	0.13033930957317352	0.03801557421684265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14	pu1754,PolyU,2005,2005-07-27,PolyU wins international acclaim on alumni development and fund-raising,1	0.0	0.9034472703933716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09230490773916243	0.0
15	pu1090,PolyU,2008,2008-12-31,PolyU dedicates a tree to long-serving President,1	0.6982606649398804	0.0674067810177803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1917862445116043	0.0	0.0	0.040068071335554116	0.0
16	pu0745,PolyU,2006,2006-12-18,PolyU DBA on the world map with its 10th anniversary,1	0.10024793446063997	0.0	0.0	0.0	0.0	0.4879532754421234	0.0	0.10017944872379304	0.03925009071826935	0.0	0.2688519358634949	0.0	0.0	0.0	0.0
17	pu2222,PolyU,2012,2012-01-08,PolyU Optometry Expert Proves the Effectiveness of Orthokeratology in Myopic Control,1	0.0	0.8697119355201721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058904267847538	0.0	0.0	0.0	0.06807874888181686	0.0
18	pu0837,PolyU,2007,2007-05-08,PolyU staged first forum on China hotel and tourism development in New York,1	0.5330222249031067	0.0299289058893919	0.0	0.0	0.17451506853103638	0.0	0.0	0.0	0.024657486006617543	0.0	0.12011732161045074	0.0	0.0	0.05216746404767037	0.06387476623058319
19	pu0953,PolyU,2008,2008-01-17,PolyU to host first international symposium of intimate apparel,1	0.05955033749341965	0.0	0.07629810273647307	0.0911691188812256	0.05367310717701912	0.3629460036754608	0.0	0.029737304896116257	0.0	0.0	0.28960269689559937	0.0	0.0	0.0	0.03458894044160843
20	cu1650,CUHK,2013,2013-10-11,CUHK Innovates ‘Authenticated Paper’ To be Exhibited in Hong Kong Electronics Fair,1	0.0	0.0	0.04206369817256928	0.0	0.04702116921544075	0.5264759063720703	0.0	0.0	0.06651042401790619	0.0	0.3091699182987213	0.0	0.0	0.0	0.0
21	pu1118,PolyU,2009,2009-03-02,PolyU Graduate School of Business Organises Information Seminars on DBA &amp; MBA Programmes,1	0.398686408996582	0.10446548461914062	0.0	0.0	0.4790042638778687	0.0	0.0	0.0	0.015441461466252804	0.0	0.0	0.0	0.0	0.0	0.0
22	cu3449,CUHK,2004,2004-08-06,Professor Leung Yuen Sang appointed as Head of Chung Chi College of CUHK,1	0.0	0.2462659329175949	0.0	0.0	0.051925033330917365	0.0	0.0	0.0	0.0	0.017721282318234444	0.0	0.0	0.0	0.5861648321151733	0.09497424215078354
23	pu1985,PolyU,2010,2010-10-28,PolyU pays tribute to six distinguished Chinese scholars,1	0.0	0.0	0.0	0.0	0.2542741000652313	0.0	0.1190834864974022	0.44889479875564575	0.0	0.0	0.0	0.04074668139219284	0.09562209993600844	0.036997497081756585	0.0
24	cu0724,CUHK,2007,2007-04-02,New Study Demonstrates Telbivudine’s Superiority to  Adefovir in Hepatitis B Treatment,1	0.09502894431352617	0.021176323294639587	0.1858779340982437	0.5594751238822937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13687542080879211	0.0	0.0	0.0
25	hu0675,HKU,2015,2015-09-30,HKU Council Chairman Dr Leong Che-hung responds to media enquiries about Council Member Mr Billy Fung’s disclosing discussions at meeting,1	0.4918145537376404	0.0	0.1261536031961441	0.0	0.051029082387685776	0.03605057671666145	0.0	0.2901715338230133	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26	cu1889,CUHK,2014,2014-09-28,Vice-Chancellor's message to all staff and students,1	0.7122520208358765	0.0	0.08686152845621109	0.0	0.12608502805233002	0.0	0.0	0.043638356029987335	0.0	0.0	0.02960463427007198	0.0	0.0	0.0	0.0
27	pu6160,PolyU,2015,2015-11-03,PolyU to honour five distinguished personalities at 21st Congregation,1	0.12922044098377228	0.0	0.0	0.0	0.0	0.4552372395992279	0.0	0.06915053725242615	0.0	0.0	0.3386911749839783	0.0	0.0	0.0	0.0
28	pu0905,PolyU,2007,2007-10-22,PolyU and Warwick jointly hold the Fifteenth Congregation for Integrated Engineering Business Management Programme,1	0.3213150799274445	0.0	0.15524235367774966	0.0	0.10100015997886658	0.1690600961446762	0.0	0.0	0.1101122573018074	0.0	0.14220556616783142	0.0	0.0	0.0	0.0
29	pu1286,PolyU,2005,2005-05-09,PolyU's Centre for Infection Control opens,1	0.014204670675098896	0.0	0.6191439032554626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.363360732793808	0.0	0.0	0.0	0.0
30	"pu6064,PolyU,2014,2014-12-09,""Launch of Tripartite Master of Science in Global Hospitality Business by Ecole hôtelière de Lausanne, PolyU and University of Houston Conrad N. Hilton College of Hotel and Restaurant Management"",1"	0.0	0.016828577965497967	0.0	0.0	0.2308001220226288	0.29507219791412354	0.0	0.20176412165164948	0.0	0.0	0.23296862840652466	0.0	0.0	0.0	0.01787119358778
31	pu1439,PolyU,2010,2010-01-15,PolyU celebrates success of student-athletes in EAG,1	0.08451752364635468	0.0	0.353710800409317	0.0	0.0	0.19671690464019773	0.0	0.0	0.1701957881450653	0.0	0.14626480638980865	0.0	0.0	0.0	0.04725542664527893
32	cu0119,CUHK,2009,2009-11-19,CUHK Appoints Dean of Engineering,1	0.0	0.410340428352356	0.07316125929355621	0.0	0.0	0.0	0.2709522247314453	0.0	0.0	0.0	0.0	0.0	0.0	0.2420224994421005	0.0
33	cu1146,CUHK,2011,2011-10-11,CUHK United College Distinguished Visiting Scholar Prof. Herman Cheung to Speak on Advances and Challenges of Stem Cell-based Regenerative Medicine Public Lecture Open for Registration ,1	0.09651239961385727	0.0	0.0	0.2678227126598358	0.14386343955993652	0.27005258202552795	0.0	0.0	0.08931637555360794	0.0	0.06241872534155845	0.0	0.0	0.0679941326379776	0.0
34	cu1230,CUHK,2012,2012-01-17,The Latest in Advanced Radiotherapy Technology Serving HK Soon,1	0.0	0.6714819073677063	0.0	0.10634441673755646	0.0	0.0	0.0	0.0	0.0	0.05494607985019684	0.0	0.0	0.16348591446876526	0.0	0.0
35	cu1022,CUHK,2011,2011-05-05,2011 Academia Sinica Academicians Visit Programme cum Lecture Series Successfully Launched,1	0.6835139393806458	0.0	0.0	0.0	0.14881449937820435	0.0	0.0	0.0	0.0	0.0	0.16589200496673584	0.0	0.0	0.0	0.0
36	cu1686,CUHK,2013,2013-11-14,CUHK Wins the Top Prize at National Challenge Cup Competition,1	0.9657498002052308	0.0	0.0	0.0	0.0	0.0	0.0	0.03028520382940769	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37	pu1922,PolyU,2010,2010-06-30,PolyU stages Hong Kong's first Elderly Fashion Show,1	0.13350801169872284	0.0	0.0	0.0	0.0	0.8034831881523132	0.0	0.0	0.0	0.0	0.05658022314310074	0.0	0.0	0.0	0.0
38	pu1913,PolyU,2010,2010-06-15,PolyU and SBC jointly organize seminar on anti-drug education,1	0.0	0.0	0.7070378065109253	0.0	0.20320048928260806	0.08362215757369995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
