	idno,univ,year,date,title,count	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14
39	cu3090,CUHK,2006,2006-01-09,CUHK Scientists Awarded National Natural Science Awards,1	0.26697468757629395	0.0	0.0	0.0	0.05121172219514847	0.0	0.0	0.2933730483055115	0.0	0.09827278554439543	0.0	0.0	0.07371928542852403	0.16894468665122986	0.04609502851963043
40	"hu1014,HKU,2012,2012-12-01,""Professor Lung Yingtai speaks at HKU on “My Hong Kong, My Taiwan”"",1"	0.6724565625190735	0.0	0.0	0.0	0.0	0.12984995543956754	0.0	0.0	0.0	0.0	0.18655873835086825	0.0	0.0	0.0	0.0
41	hu1242,HKU,2008,2008-09-09,Heightened Suicide Risk among the Unemployed Population,1	0.0	0.8710510730743408	0.026132900267839432	0.0	0.0	0.0	0.0	0.0	0.0	0.0990760326385498	0.0	0.0	0.0	0.0	0.0
42	pu1175,PolyU,2009,2009-06-12,Professor Yu Dan sheds light on the Analects at PolyU,1	0.5811509490013123	0.0	0.20372235774993894	0.0	0.16060122847557068	0.03142471984028816	0.0	0.0	0.02244964987039566	0.0	0.0	0.0	0.0	0.0	0.0
43	pu2139,PolyU,2011,2011-08-29,PolyU student-athletes shine in major games,1	0.0	0.0	0.5052871108055115	0.0	0.2393429130315781	0.04559007287025452	0.0	0.0	0.06375127285718918	0.014071698300540449	0.10140921920537947	0.0	0.027732517570257187	0.0	0.0
44	pu6110,PolyU,2015,2015-05-13,PolyU celebrates the Second Inauguration of Endowed Professorships,1	0.0	0.0	0.3451854586601257	0.2355346083641052	0.0	0.0	0.0	0.0	0.0	0.0	0.04461511969566345	0.3725728988647461	0.0	0.0	0.0
45	hu0421,HKU,2012,2012-03-05,HKU Study Finds Aspirin Treatment for Cardiovascular Disease in Chinese Does Not Increase the Risk of Recurrent Intracranial Haemorrhage,1	0.4737436175346375	0.0	0.2448969930410385	0.08802345395088196	0.18416716158390045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46	cu3597,CUHK,2006,2006-02-28,The Chinese University Kicks Off Environmental Protection Week,1	0.020280228927731514	0.0	0.0	0.0	0.2742664813995361	0.0	0.04539073258638382	0.4674444198608398	0.0	0.034644775092601776	0.0	0.0	0.15398262441158295	0.0	0.0
47	"pu0434,PolyU,2003,2003-01-10,""PolyU welcomes additional 1,000 student placements from the Chinese mainland"",1"	0.4532909095287323	0.0	0.0	0.0	0.3581086099147797	0.17704516649246216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48	hu0046,HKU,2004,2004-11-15,Chair Professor of Orthopaedic Surgery to Deliver a William Mong Distinguished Lecture at HKU (Press Invitation),1	0.0	0.6239972710609436	0.0	0.0	0.0	0.0	0.27848249673843384	0.0	0.0	0.09431026875972748	0.0	0.0	0.0	0.0	0.0
49	cu3540,CUHK,2003,2003-01-29,Two Outstanding CUHK Scientists Elected IEEE Fellows,1	0.04700890555977821	0.1810697317123413	0.0	0.0	0.7602049112319946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
50	cu3408,CUHK,2005,2005-05-12,The Naming Ceremony of Lo Kwee-Seong Research Laboratory of Infectious Diseases,1	0.05039100348949432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9399208426475524	0.0	0.0	0.0	0.0
51	cu0852,CUHK,2010,2010-08-30,A CUHK Study Confirms High Rate of Disease Progression and Efficacy of Weight Reduction in Patients with Nonalcoholic Fatty Liver Disease,1	0.0	0.0	0.4681337475776672	0.0	0.0	0.05872725695371628	0.0	0.0	0.0	0.0	0.4661347568035126	0.0	0.0	0.0	0.0
52	"hu0173,HKU,2012,2012-09-24,""HKU and QMH Hematologist launch the first unified protocols in HK for blood cancers and diseases: Protocol book, iPhone app and website"",1"	0.17957943677902222	0.0	0.2689180374145508	0.0	0.0	0.3089757263660431	0.08797892183065414	0.0	0.039193466305732734	0.0	0.11248184740543364	0.0	0.0	0.0	0.0
53	cu1771,CUHK,2014,2014-03-14,CUHK Survey Reveals Majority of School Teens Have Insufficient Sleep Sleep Education and Intervention at Schools Help,1	0.0	0.0	0.4527512788772583	0.0	0.0	0.13482551276683807	0.1343294382095337	0.0	0.04211324825882912	0.0	0.0	0.0	0.0	0.0	0.2254188060760498
54	pu1379,PolyU,2006,2006-03-01,PolyU School of Design establishes “MERECL” Laboratory,1	0.0	0.0	0.0	0.0	0.0	0.2774784862995148	0.0	0.19204944372177124	0.0	0.0	0.5120992660522461	0.0	0.0	0.0	0.0
55	pu1435,PolyU,2006,2006-09-07,PolyU holds International Conference on Impact of Movies and Television on Tourism,1	0.9476065039634703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04936857521533966	0.0	0.0	0.0	0.0
56	pu6225,PolyU,2016,2016-06-08,PolyU Releases Report on 2015 Tourist Satisfaction and Tourism Service Quality Indices,1	0.2153150588274002	0.0	0.0	0.0	0.6514650583267212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04320230334997177	0.08804220706224443	0.0
57	hu0051,HKU,2009,2009-05-09,A Year after the Sichuan Earthquake - A Symposium on Disaster Management,1	0.0	0.0	0.5712475180625916	0.0	0.0	0.0	0.09916875511407852	0.0	0.0	0.0	0.18273434042930606	0.0	0.0	0.0	0.1392425298690796
58	cu1140,CUHK,2011,2011-10-06,New Dean of Education at CUHK Shares His Vision and Plans in Serving the Educational Community ,1	0.0	0.4241130650043488	0.0	0.0	0.0	0.0	0.0	0.0	0.013850262388586998	0.0	0.0	0.0	0.0	0.21648505330085754	0.3413501083850861
59	hu0448,HKU,2005,2005-03-29,New English Language Website helps Teachers and Students (Press Invitation),1	0.10419784486293793	0.0	0.6599833369255066	0.0	0.14962804317474365	0.06359635293483734	0.0	0.0	0.0	0.0	0.0	0.02057656832039356	0.0	0.0	0.0
60	cu0508,CUHK,2008,2008-07-10,CUHK’s Newly Developed Mind-Body Intervention Found Effective,1	0.4508246183395386	0.09497898817062378	0.1949007213115692	0.12325835973024367	0.04876061901450157	0.0	0.033015560358762734	0.0	0.0	0.020650019869208336	0.0	0.0	0.0	0.03248914331197738	0.0
61	cu1560,CUHK,2013,2013-05-22,The Chinese University of Hong Kong Receives Grand Challenges Explorations Grant for Innovative Global Health and Development Research ,1	0.2305561453104019	0.0	0.16573695838451385	0.0	0.24474701285362244	0.0	0.28126153349876404	0.0	0.0546286478638649	0.0	0.022007986903190613	0.0	0.0	0.0	0.0
62	cu1322,CUHK,2012,2012-05-30,CUHK Appoints Dr. Ella P. O. Chan as  Director of the School of Continuing and Professional Studies,1	0.11350519955158235	0.0	0.33712196350097656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5464878082275391	0.0	0.0	0.0	0.0
63	cu1229,CUHK,2012,2012-01-17,CUHK Engineering Faculty Celebrates 20th Anniversary Organized Asian Engineering Deans Summit 2012  To Embrace a Better Future in Engineering Education  ,1	0.0	0.0	0.21249419450759888	0.0	0.2792331576347351	0.2485717833042145	0.0	0.2279432713985443	0.0	0.023764219135046002	0.0	0.0	0.0	0.0	0.0
64	hu1061,HKU,2013,2013-11-27,HKU study finds that most young adults in Hong Kong have unhealthy gums,1	0.31297704577445984	0.0	0.4018246233463288	0.0	0.14442165195941925	0.0	0.03455626964569092	0.0	0.0	0.0	0.06734239310026169	0.0	0.0	0.0	0.03706436976790428
65	pu1476,PolyU,2003,2003-10-08,PolyU to hold Education Info Day,1	0.06285224854946136	0.0	0.6184232831001282	0.0	0.1207687109708786	0.04700926691293717	0.0	0.054429735988378525	0.02750247344374657	0.0	0.0	0.0	0.06802114844322205	0.0	0.0
66	cu0069,CUHK,2010,2010-01-25,Foundation Stone Laid for CUHK Lee Woo Sing College,1	0.11025526374578476	0.0	0.04744260758161545	0.0	0.0	0.0	0.0	0.0	0.4264719486236572	0.0	0.4136096239089966	0.0	0.0	0.0	0.0
67	cu1974,CUHK,2015,2015-02-17,CUHK Succeeds in Treating Gastroesophageal Reflux Disease by Implantable Pulse Generator,1	0.0	0.0	0.0	0.0	0.0	0.96257883310318	0.0	0.0	0.0	0.01659754104912281	0.015581352636218073	0.0	0.0	0.0	0.0
68	pu1219,PolyU,2009,2009-10-19,PolyU congratulates Prof. Albert Chan on his appointment as HKBU President,1	0.27799081802368164	0.09418516606092453	0.0	0.1556740403175354	0.09267830848693848	0.0	0.0	0.0	0.0	0.0	0.3744232356548309	0.0	0.0	0.0	0.0
69	hu0618,HKU,2005,2005-11-07,Heads of World's Leading Universities Celebrate HKU's Internationalization,1	0.9979607462882996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
70	hu0673,HKU,2012,2012-11-04,Incident Report of University Health Service Dental Unit Update,1	0.7804014086723328	0.0	0.0	0.0	0.0772605836391449	0.019513210281729698	0.0	0.0	0.06842179596424103	0.0	0.05319560319185257	0.0	0.0	0.0	0.0
71	hu1085,HKU,2008,2008-08-27,HKU Formally Welcomes New Students to the University Family,1	0.0	0.7348096966743469	0.0	0.08012229204177856	0.0	0.18262195587158206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
72	pu0369,PolyU,2003,2003-11-28,PolyU sets sight on the Chinese mainland,1	0.10298750549554823	0.0	0.10232093930244446	0.0	0.11051298677921297	0.027490723878145214	0.0	0.2357921302318573	0.0	0.0	0.0	0.06264906376600267	0.26131778955459595	0.0	0.09548042714595796
73	cu0139,CUHK,2009,2009-10-29,Three Distinguished Persons Honoured by CUHK,1	0.3189036846160889	0.0	0.0	0.0	0.10358692705631256	0.3813493847846985	0.0	0.10074391216039658	0.0	0.0	0.0934162437915802	0.0	0.0	0.0	0.0
74	cu1838,CUHK,2014,2014-07-04,Survey Findings on Views about the Future Fuel Mix for Electricity Generation for Hong Kong Released by Hong Kong Institute of Asia-Pacific Studies at CUHK,1	0.0	0.4761628806591034	0.0	0.0	0.0	0.0	0.17135608196258545	0.0	0.0	0.12802617251873016	0.0	0.0	0.0	0.0	0.2210884541273117
75	pu0843,PolyU,2007,2007-05-15,HKCC helps promote the use of English among the younger generation,1	0.9948551058769226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
76	cu1673,CUHK,2013,2013-10-31,ISEIS Hosts the Advanced Training Course in Ocean Remote Sensing of ESA-MOST China Dragon Cooperation,1	0.0	0.0	0.5907667875289917	0.4058351814746857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77	hu0012,HKU,2015,2015-06-10,“Sèvres: Porcelain of the Kings”  Celebrating extraordinary French Porcelain,1	0.0	0.03884408250451088	0.11613065749406815	0.06454594433307648	0.0	0.0	0.0	0.0	0.0	0.0	0.7756141424179077	0.0	0.0	0.0	0.0
78	cu0909,CUHK,2010,2010-12-07,CUHK Releases the Results of Programme for International Student Assessment,1	0.0	0.7531659007072449	0.0	0.021057970821857445	0.0	0.0	0.0	0.0	0.0	0.2030214220285416	0.0	0.018981536850333214	0.0	0.0	0.0
79	hu0898,HKU,2015,2015-04-09,HKU developed the atrial fibrillation (AF) management app and Launch of private doctors AF screening programme,1	0.15054497122764587	0.0	0.7532739639282227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09315085411071776	0.0	0.0	0.0	0.0
80	hu0319,HKU,2013,2013-11-19,HKU new Vice-Chancellor to assume office in April 2014,1	0.0	0.0	0.0	0.0	0.0	0.26931318640708923	0.2908647656440735	0.2647207975387573	0.0	0.0	0.16520467400550842	0.0	0.0	0.0	0.0
81	pu1791,PolyU,2004,2004-09-23,PolyU nurtures entrepreneurial spirit of students,1	0.0783616304397583	0.0	0.0	0.0	0.11969850957393645	0.33790022134780884	0.0	0.0363771878182888	0.0	0.0	0.4239799082279205	0.0	0.0	0.0	0.0
82	cu1833,CUHK,2014,2014-06-23,CUHK Hosts Academic Conference on Life Education this Saturday Open to Teachers and Education Practitioners,1	0.0	0.0	0.0	0.0	0.023172596469521526	0.8414059281349182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13104411959648132	0.0
83	"hu0221,HKU,2009,2009-02-09,""2,200 Strong HKU Marathon Team – We won again!"",1"	0.7716550827026367	0.0	0.0	0.0	0.0	0.19184456765651706	0.0	0.0	0.0	0.032840285450220115	0.0	0.0	0.0	0.0	0.0
84	pu1696,PolyU,2006,2006-07-10,PolyU develops intelligent dressing mirror and fitting room,1	0.0	0.0	0.1097906082868576	0.0	0.6441974043846129	0.1660018265247345	0.0	0.03632592037320137	0.0	0.0	0.0	0.0	0.0	0.03895185515284538	0.0
85	hu1027,HKU,2005,2005-01-24,HKU Faculty of Engineering Mentorship Day for Year 1 students (Press Invitation),1	0.8875600099563599	0.0	0.0	0.0	0.012598630040884018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09308218210935593	0.0
86	cu3711,CUHK,2005,2005-03-30,Sir T L Yang and Dr Anthony Neoh SC at the helm of the CUHK Law School,1	0.0	0.7594966888427734	0.0	0.0	0.0	0.0	0.0	0.0928354635834694	0.0	0.08495985716581345	0.0	0.0	0.0	0.059693872928619385	0.0
87	cu1542,CUHK,2013,2013-04-24,HK-PISA Centre of CUHK Launches the ‘Longitudinal Study of Adolescents in Hong Kong’ to Analyze Students' Educational and Career Expectations ,1	0.0967169627547264	0.0	0.0943417102098465	0.0	0.12695947289466858	0.0	0.4826883673667908	0.0	0.0	0.0	0.0	0.0	0.0	0.05092213302850723	0.14136214554309845
88	pu1436,PolyU,2008,2008-07-17,PolyU's environmental improvement project receives support of HSBC,1	0.0	0.0	0.8400251865386963	0.0	0.0666208490729332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06992948800325394
89	cu0751,CUHK,2007,2007-06-07,Mr. Li Weibo Donates HK$30 million to The Chinese University of Hong Kong,1	0.0	0.0	0.1580977439880371	0.2889730930328369	0.18327170610427854	0.08145412802696228	0.0	0.0	0.0	0.0	0.1640481948852539	0.12108289450407027	0.0	0.0	0.0
90	cu1646,CUHK,2013,2013-10-07,CUHK Undergraduate Students Win Silver Medal at iGEM Asia Heading to US Next Month for World Championship,1	0.3407550752162933	0.0	0.0	0.0	0.0	0.1992483139038086	0.0	0.0	0.18724362552165985	0.0	0.21512934565544128	0.05235283449292183	0.0	0.0	0.0
91	hu0960,HKU,2016,2016-06-16,HKU President attends the 7th Annual China-U.S. High-Level Consultation on People-to-People Exchange in Beijing,1	0.7038876414299011	0.0	0.020597165450453758	0.0	0.03057659044861793	0.0	0.0	0.0	0.0	0.0	0.24146810173988345	0.0	0.0	0.0	0.0
92	cu3631,CUHK,2005,2005-08-08,Prime Minister Shaukat Aziz of Pakistan Lectures at the Chinese University,1	0.053867418318986886	0.0	0.07157500088214874	0.0	0.059769719839096076	0.162121519446373	0.0	0.32497918605804443	0.0	0.0	0.32640039920806885	0.0	0.0	0.0	0.0
93	cu3498,CUHK,2004,2004-03-22,Survey Results on the public's perceptions on recovered SARS patients Released,1	0.03282810002565384	0.3976186513900757	0.17479874193668365	0.0	0.1055152416229248	0.011161892674863337	0.13497920334339142	0.0	0.0	0.0	0.14208556711673734	0.0	0.0	0.0	0.0
94	pu6165,PolyU,2015,2015-11-12,HKU &amp; PolyU announce the establishment of Respiratory Virus Research Foundation,1	0.8340879678726196	0.0	0.0	0.0	0.0	0.0	0.0	0.1609114706516266	0.0	0.0	0.0	0.0	0.0	0.0	0.0
95	hu0836,HKU,2007,2007-03-20,Council Accepts Resignation of Dean of Medicine,1	0.09639815241098404	0.2228093892335892	0.0	0.0	0.3390277922153473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34066545963287354	0.0
96	pu2572,PolyU,2013,2013-07-08,PolyU Launches Tomorrow's Guestrooms at Hotel ICON,1	0.4361617267131805	0.0	0.0	0.0	0.0	0.5455209016799927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
97	pu1679,PolyU,2006,2006-12-04,PolyU President’s Awards honour distinguished staff,1	0.13996407389640808	0.0	0.05443091318011284	0.0	0.0	0.4059918224811554	0.0	0.18444260954856875	0.0	0.05829453468322754	0.15337887406349182	0.0	0.0	0.0	0.0
98	cu3088,CUHK,2004,2004-11-30,Survey on The Hong Kong Female Sex Workers' Clients 2004,1	0.7454194426536559	0.0	0.0	0.0	0.0	0.0	0.023920588195323944	0.2283264696598053	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99	pu0376,PolyU,2003,2003-11-13,PolyU organizes second golf tournament to raise funds on the green,1	0.34631362557411194	0.0	0.0	0.0	0.07215327024459839	0.0	0.0	0.0	0.0	0.0	0.5794630646705627	0.0	0.0	0.0	0.0
