	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14
0	0.1862272471189499	0.0	0.0	0.0	0.0	0.6319844126701355	0.0	0.0	0.13345006108283997	0.0	0.0	0.0	0.041490454226732254	0.0	0.0
1	0.2649209797382355	0.0	0.5953695178031921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1329142451286316	0.0	0.0	0.0	0.0
2	0.0	0.08286343514919281	0.09000834077596664	0.0	0.18960979580879211	0.042320143431425095	0.43373551964759827	0.0	0.037115346640348434	0.0	0.0	0.0	0.0	0.05773422494530678	0.06447207182645798
3	0.9881842732429504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	0.47469526529312134	0.0	0.0	0.0	0.06259440630674362	0.0	0.0	0.0	0.0	0.0	0.45542946457862854	0.0	0.0	0.0	0.0
5	0.0	0.0	0.0	0.0	0.15866197645664215	0.6696266531944275	0.0	0.0	0.09461695700883865	0.019467562437057495	0.0	0.0	0.0	0.04952334240078926	0.0
6	0.0	0.8006275296211243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13801299035549164	0.0	0.0573970302939415	0.0	0.0	0.0
7	0.2458103746175766	0.01981121115386486	0.0	0.03578997775912285	0.2491602748632431	0.0	0.0	0.02067450061440468	0.0	0.0	0.3617378771305084	0.03627916797995567	0.0	0.0	0.029714884236454964
8	0.0	0.053784944117069244	0.7204868197441101	0.0	0.0	0.22042202949523926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	0.0	0.5987901091575623	0.14131996035575867	0.0	0.0	0.0	0.062264565378427505	0.0	0.15817472338676453	0.0	0.0	0.02848087064921856	0.0	0.0	0.0
10	0.0	0.3944791853427887	0.0	0.0	0.2213977426290512	0.0	0.0	0.10737260431051254	0.0	0.0	0.0	0.0	0.0	0.26915064454078674	0.0
11	0.0	0.0	0.0	0.0	0.8770395517349243	0.0	0.0	0.10995090752840042	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12	0.03563971817493439	0.023946356028318405	0.0	0.0	0.41331368684768677	0.1781201809644699	0.0	0.1704961508512497	0.0	0.0	0.1768309324979782	0.0	0.0	0.0	0.0
13	0.6882747411727905	0.0	0.13247381150722504	0.13033930957317352	0.03801557421684265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14	0.0	0.9034472703933716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09230490773916245	0.0
15	0.6982606649398804	0.0674067810177803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1917862445116043	0.0	0.0	0.04006807133555412	0.0
16	0.10024793446063995	0.0	0.0	0.0	0.0	0.4879532754421234	0.0	0.10017944872379303	0.03925009071826935	0.0	0.2688519358634949	0.0	0.0	0.0	0.0
17	0.0	0.8697119355201721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058904267847537994	0.0	0.0	0.0	0.06807874888181686	0.0
18	0.5330222249031067	0.0299289058893919	0.0	0.0	0.17451506853103638	0.0	0.0	0.0	0.024657486006617546	0.0	0.12011732161045074	0.0	0.0	0.052167464047670364	0.06387476623058319
19	0.05955033749341965	0.0	0.07629810273647308	0.09116911888122559	0.05367310717701912	0.3629460036754608	0.0	0.029737304896116257	0.0	0.0	0.28960269689559937	0.0	0.0	0.0	0.03458894044160843
20	0.0	0.0	0.042063698172569275	0.0	0.04702116921544075	0.5264759063720703	0.0	0.0	0.06651042401790619	0.0	0.3091699182987213	0.0	0.0	0.0	0.0
21	0.39868640899658203	0.10446548461914062	0.0	0.0	0.47900426387786865	0.0	0.0	0.0	0.015441461466252804	0.0	0.0	0.0	0.0	0.0	0.0
22	0.0	0.2462659329175949	0.0	0.0	0.05192503333091736	0.0	0.0	0.0	0.0	0.017721282318234444	0.0	0.0	0.0	0.5861648321151733	0.09497424215078354
23	0.0	0.0	0.0	0.0	0.2542741000652313	0.0	0.11908348649740219	0.44889479875564575	0.0	0.0	0.0	0.04074668139219284	0.09562209993600845	0.03699749708175659	0.0
24	0.09502894431352615	0.021176323294639587	0.1858779340982437	0.5594751238822937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13687542080879211	0.0	0.0	0.0
25	0.4918145537376404	0.0	0.1261536031961441	0.0	0.051029082387685776	0.03605057671666145	0.0	0.2901715338230133	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26	0.7122520208358765	0.0	0.08686152845621109	0.0	0.12608502805233002	0.0	0.0	0.043638356029987335	0.0	0.0	0.029604634270071983	0.0	0.0	0.0	0.0
